"event_id,transaction_id,user_id,card_id,merchant_id,merchant_category,mcc,amount,currency,channel,txn_ts,last_txn_ts,distance_km_from_last,time_diff_min,velocity_km_per_min,device_id,device_trust_score,ip_country,merchant_risk_score,base_anomaly_score,model_score,rule_triggered,label,intervention_required,user_response,response_time_sec"
"E4_686E81AFF22E,T000067922,U003650,C0005655,M00687,Pharmacy,5912,1190.62,INR,QR,2026-03-12 11:04:57,2026-02-27 09:56:34,1725.210274787563,18788.383333333335,0.09182324227581562,D01393203,0.28240190165697476,SG,0.05141103107726794,0.36379656122048404,0.32068317088691034,,normal,0,NA,0"
"E4_16CABAC57FDB,T000112462,U000765,C0001209,M00712,Electronics,5732,463.63,GBP,POS,2026-01-10 09:55:55,2026-01-05 09:29:50,7171.39445405778,7226.083333333333,0.9924317397471356,D04844435,0.7241708812664909,GB,0.31669104915852886,0.25928736522568124,0.2551762542566215,,normal,0,NA,0"
"E4_CCA851BCBBF4,T000038182,U002491,C0003870,M00053,Dining,5812,1997.19,INR,POS,2026-02-12 09:06:52,2026-02-04 14:12:30,1110.877551690568,11214.366666666667,0.09905842966527174,D50000079,0.8920158855190018,GB,0.18880931885710137,0.31895925354224924,0.13236957182693831,,normal,0,NA,0"
"E4_C35644184C78,T000037157,U002100,C0003263,M00607,Grocery,5411,1487.12,INR,POS,2026-01-17 05:13:29,2026-01-16 18:22:18,6687.731245148664,651.1833333333333,10.270120414346188,D52800259,0.6242817538972089,IN,0.10103057014886607,0.32992929853119435,0.35954463952873933,,normal,0,NA,0"
"E4_D74239A14C75,T000110764,U001160,C0001815,M00748,ATM,6011,3663.29,INR,POS,2026-02-11 16:25:06,2026-02-06 06:07:34,109.91372970289976,7817.533333333334,0.014059899077658736,D23823991,0.9702783901446757,IN,0.4192472643931205,0.7433623961988324,0.41108366621013903,,normal,0,NA,0"
"E4_B2924A18A633,T000093202,U004158,C0006441,M00740,Fuel,5541,490.54,INR,POS,2026-02-07 18:58:36,2026-02-07 14:22:19,26.40309549059989,276.28333333333336,0.09556528499945667,D16924994,0.7204998892048158,GB,0.2610619467622156,0.5067726338997325,0.29589839330748446,,normal,0,NA,0"
"E4_6E7C8C309A59,T000046244,U001520,C0002369,M00060,Dining,5812,22.01,GBP,QR,2026-02-08 18:54:04,2026-02-05 17:43:18,6718.758768785322,4390.766666666666,1.5302017344242058,D84387352,1.0,AE,0.3004312383545316,0.6436763832404566,0.32058361045783634,,normal,0,NA,0"
"E4_A2EC65FD7FC7,T000048476,U004027,C0006237,M00162,Coffee,5814,277.09,INR,ATM,2026-03-31 19:30:15,2026-03-26 20:08:04,845.3421073401057,7162.183333333333,0.11802854911655511,D70669319,0.63076805950442,IN,0.15244915718386803,0.2746412568192525,0.19061727682983987,,normal,0,NA,0"
"E4_4D1ACE24AD13,T000080069,U003151,C0004918,M00479,Fuel,5541,1116.99,INR,POS,2026-03-08 14:29:21,2026-03-01 07:05:54,6700.14415248589,10523.45,0.636687032530766,D42138621,0.6826776115588032,GB,0.1626491731324071,0.32456735617687416,0.2419845045536389,,normal,0,NA,0"
"E4_A7B2709CB9B7,T000007164,U004844,C0007490,M00663,Fashion,5651,4301.39,INR,POS,2026-02-13 08:53:00,2026-02-12 10:36:16,7306.3381095022805,1336.7333333333333,5.465815751959214,D34828213,0.6383688231568307,US,0.29694376616235635,0.25738362075287907,0.3567698305536354,,normal,0,NA,0"
"E4_1B88EB09D351,T000047629,U001931,C0003006,M00196,Travel,4511,35060.88,INR,POS,2025-12-31 11:30:14,2025-12-31 07:38:14,7196.466940965575,232.0,31.0192540558861,D06635315,0.6703332307158739,DE,0.30798578402187093,0.5329850119418095,0.5963634476655232,,fraud,0,NA,0"
"E4_9F919C7BF020,T000001449,U001883,C0002935,M00156,Electronics,5732,43331.09,INR,POS,2026-01-22 09:33:07,2026-01-20 18:21:47,7166.328824101002,2351.3333333333335,3.0477723947126463,D85035097,0.40288201020082487,IN,0.3268988362027739,0.47401927478340045,0.4034226020039753,,normal,0,NA,0"
"E4_4AE95F38F978,T000057452,U002705,C0004206,M00655,ATM,6011,13728.07,INR,POS,2026-02-13 06:57:31,2026-02-09 12:34:18,7323.132113768321,5423.216666666666,1.3503299911986406,D76804278,0.42329707263094174,IN,0.5173306988882846,0.6351471481080903,0.44975724350252716,,normal,0,NA,0"
"E4_87890A79001C,T000094197,U002781,C0004321,M00539,Electronics,5732,16883.3,INR,POS,2026-03-02 09:56:46,2026-02-12 09:11:31,36.31980651643849,25965.25,0.0013987851654206484,D50354928,0.03928296903784112,IN,0.3676678627843795,0.32301392209043306,0.3232331645372424,,normal,0,NA,0"
"E4_F9774C0A07CE,T000017476,U002485,C0003861,M00042,Electronics,5732,8262.06,INR,POS,2026-01-26 15:41:21,2026-01-09 12:13:40,837.4041327209387,24687.683333333334,0.03391991550662329,D33922427,0.8009632348094182,IN,0.2920032753042948,0.5037634686964009,0.3708573082619083,,normal,0,NA,0"
"E4_8A3E65C147D3,T000073029,U000922,C0001450,M00597,Travel,4511,338.35,GBP,POS,2025-12-31 14:23:12,2025-12-31 12:49:12,7340.164810181951,94.0,78.08685968278671,D53216048,0.46336492625446324,GB,0.25360676884306316,0.38574772710533256,0.5426851908652884,,normal,0,NA,0"
"E4_7D00D6C5063F,T000017609,U001893,C0002951,M00321,Coffee,5814,230.37,INR,QR,2026-01-12 17:07:00,2026-01-02 21:41:11,141.82360028241396,14125.816666666668,0.010040028384134531,D73038355,0.42123028961982467,AE,0.3769129608881096,0.4655839313181725,0.30836958096740574,,normal,0,NA,0"
"E4_DC08BF0A76BD,T000038782,U004605,C0007124,M00586,Electronics,5732,29408.53,INR,POS,2026-03-28 11:56:15,2026-03-25 16:12:44,1167.086698674133,4063.516666666667,0.287211003278966,D66796411,0.5055868468644854,GB,0.2637001358379035,0.34625771918806936,0.39594080077533594,,normal,0,NA,0"
"E4_D20B3C0A2932,T000084739,U003459,C0005369,M00593,Fashion,5651,9760.05,INR,ATM,2026-01-08 09:13:56,2026-01-01 18:12:53,7200.154068273609,9541.05,0.7546500718761152,D76936137,1.0,IN,0.22180143627292392,0.4215904316168877,0.20921202534202957,,normal,0,NA,0"
"E4_D0D8F33DDDE5,T000050327,U000177,C0000276,M00136,Fashion,5651,2031.23,INR,QR,2026-02-02 11:00:55,2026-01-13 03:46:30,710.3731836167218,29234.416666666668,0.0242992084198723,D47955796,0.9769836742956051,IN,0.3062475391771684,0.48339172962411997,0.24121323205098053,,normal,0,NA,0"
"E4_F3C280B473EC,T000006874,U002015,C0003139,M00149,Electronics,5732,36486.35,INR,POS,2026-02-27 06:28:07,2026-02-09 17:17:24,746.9736989456136,25270.716666666667,0.029558864863176163,D62299668,0.8101208768398337,IN,0.43831246047748307,0.5030548840752072,0.3170932297151078,,normal,0,NA,0"
"E4_1E1B3A5E785A,T000026801,U002225,C0003450,M00708,Grocery,5411,17.63,GBP,POS,2026-02-23 07:57:51,2026-02-22 16:12:02,7313.687455578295,945.8166666666667,7.732669251170905,D03189418,0.7195794294837614,IN,0.042372333383696226,0.40408560410520444,0.2796698843417315,,normal,0,NA,0"
"E4_E0293BDE92BB,T000009762,U002501,C0003885,M00305,Pharmacy,5912,1332.02,INR,POS,2026-01-13 18:02:39,2026-01-12 20:30:36,6676.226602513149,1292.05,5.167158084062652,D03421746,0.24200852062660405,IN,0.11400691372400158,0.13107473276236775,0.31036466498833215,,normal,0,NA,0"
"E4_6E1E4991BA7C,T000110861,U004880,C0007544,M00630,Travel,4511,9491.5,INR,ATM,2026-03-29 16:13:35,2026-03-28 15:43:01,6708.21269361161,1470.5666666666666,4.561651535878421,D16330361,0.8571148681786311,IN,0.27094944532203535,0.49071545406173706,0.3268815411980384,,normal,0,NA,0"
"E4_A59591D0D5D6,T000027058,U000079,C0000122,M00406,Coffee,5814,57.92,INR,ATM,2026-01-09 16:32:27,2026-01-04 17:10:33,1160.5642150858946,7161.9,0.16204697288232098,D38063123,0.764560484783369,IN,0.10332006703762571,0.03211391342935679,0.019366487507777287,,normal,0,NA,0"
"E4_EDD6B193AE70,T000085794,U001150,C0001799,M00115,Fuel,5541,4452.76,INR,QR,2026-01-29 09:33:39,2026-01-24 07:39:45,6698.93212850967,7313.9,0.9159179273041292,D09287668,0.11479163401769443,IN,0.35951293976990983,0.49993673021894064,0.47020582757327517,,normal,0,NA,0"
"E4_1AFEB71611D7,T000000791,U000386,C0000616,M00127,Grocery,5411,951.96,INR,ATM,2026-03-30 19:10:18,2026-03-18 20:55:28,7289.266430762943,17174.833333333332,0.4244155555568483,D49353488,0.9438700594317211,IN,0.17815622500844108,0.5131427853436785,0.16217113099012959,,normal,0,NA,0"
"E4_8312FC43C5E8,T000028586,U004745,C0007338,M00250,Coffee,5814,4.41,GBP,POS,2026-02-22 12:36:06,2026-02-21 09:15:09,763.6253523180509,1640.95,0.46535564905576093,D19376206,0.8012418260432881,US,0.11363408597064227,0.3768473471271207,0.22011248244385434,,normal,0,NA,0"
"E4_051A103E43D9,T000029029,U003454,C0005363,M00296,ATM,6011,2833.06,INR,POS,2026-01-12 15:50:03,2026-01-12 08:58:03,7316.625347740609,412.0,17.758799387719925,D07822130,0.6546403589289403,US,0.4011062202456738,0.6311325341601637,0.6181671954389235,,normal,0,NA,0"
"E4_31951A26A57C,T000045648,U003083,C0004813,M00403,Fuel,5541,3369.31,INR,POS,2026-01-08 12:48:49,2026-01-03 10:41:27,7278.196374736723,7327.366666666667,0.9932895002847848,D06086342,1.0,AE,0.319700057018555,0.08481930860736756,0.10804707629761993,,normal,0,NA,0"
"E4_52DFB8E15AA5,T000007397,U000282,C0000442,M00474,Travel,4511,84215.82,INR,POS,2026-03-12 12:18:59,2026-03-09 20:20:33,279.4988320707569,3838.4333333333334,0.07281586204547609,D42908003,0.6847716852133057,US,0.43914371272715,0.6331153679651791,0.35395816390165796,,normal,0,NA,0"
"E4_A23387EBF19B,T000116134,U000775,C0001225,M00594,Electronics,5732,15467.98,INR,ATM,2026-03-24 04:44:54,2026-03-23 17:02:58,284.82778457284275,701.9333333333333,0.405776120105674,D81691181,0.4980786052055083,IN,0.3586389368511145,0.5492624578783096,0.3287804803005615,,normal,0,NA,0"
"E4_97A9C2E4E319,T000041589,U001484,C0002314,M00619,Travel,4511,81.94,GBP,POS,2026-02-04 08:54:17,2026-02-01 10:05:38,8027.16971863845,4248.65,1.8893459613379429,D78476525,1.0,IN,0.041040504552250445,0.3351472185604658,0.2391684603853627,,normal,0,NA,0"
"E4_3ECA6231613A,T000115915,U001301,C0002031,M00018,Dining,5812,1196.49,INR,POS,2026-02-18 20:34:27,2026-02-13 10:54:22,7466.255651396847,7780.083333333333,0.9596626837411999,D77225683,0.7317295140244906,IN,0.15453482766174095,0.3172085921291955,0.2142460174545615,,normal,0,NA,0"
"E4_870AA8B0E598,T000112846,U002495,C0003875,M00246,Electronics,5732,361.66,GBP,QR,2026-03-28 12:27:00,2026-03-21 21:33:41,8169.721779280929,9533.316666666668,0.8569653211926169,D19302614,0.756490250477967,SG,0.3801262381783254,0.5199761721077262,0.2814722901859724,,normal,0,NA,0"
"E4_EDA3214E8B57,T000018829,U001260,C0001964,M00652,ATM,6011,11944.73,INR,QR,2026-01-30 07:07:45,2026-01-23 18:08:33,8051.101616092619,9419.2,0.8547542908200928,D90927681,0.6718228947763544,IN,0.4605911741815415,0.5161114908518545,0.39644797483674776,,normal,0,NA,0"
"E4_20416F3F1EE7,T000105445,U004918,C0007604,M00303,Fuel,5541,1244.45,INR,QR,2026-02-28 23:39:57,2026-02-26 13:02:32,22.26642719459811,3517.4166666666665,0.006330335386651598,D81589066,0.46306799224809153,IN,0.1833372231510105,0.5870382345162922,0.4463046060775937,,normal,0,NA,0"
"E4_60880A5E137F,T000037354,U001637,C0002554,M00783,Grocery,5411,1746.24,INR,POS,2026-02-13 21:34:13,2026-02-11 10:32:42,6715.833423514681,3541.516666666667,1.89631563412512,D94488756,0.5580293740160188,GB,0.01763499904750905,0.590429165331141,0.3443720590852892,,normal,0,NA,0"
"E4_1070CECE369D,T000109108,U000324,C0000511,M00166,Grocery,5411,694.45,INR,POS,2026-03-25 16:21:25,2026-03-10 19:55:07,135.70986624861024,21386.3,0.006345644933841302,D29995887,0.1410039649427861,IN,0.061327478917508546,0.00694533824110502,0.1850428674956746,,normal,0,NA,0"
"E4_511D6A3DA032,T000057612,U000945,C0001491,M00127,Grocery,5411,2672.04,INR,QR,2026-03-17 15:55:14,2026-02-26 09:07:45,6686.300445982722,27767.483333333334,0.24079605507338817,D28813428,0.7499193982964499,SG,0.17815622500844108,0.058213704293710644,0.04856206768078335,,normal,0,NA,0"
"E4_DBDE91E4022F,T000116887,U000618,C0000980,M00495,Entertainment,7832,2577.14,INR,POS,2026-02-27 16:49:39,2026-02-21 10:36:55,14.42705676733142,9012.733333333334,0.0016007415546151096,D19155149,0.3657222846868254,IN,0.3334526088133172,0.2235066002863,0.32210855547827777,,normal,0,NA,0"
"E4_3073B788EBEC,T000057085,U002993,C0004675,M00140,Fashion,5651,133.39,GBP,POS,2026-02-20 19:23:42,2026-02-16 12:44:43,8020.177588735623,6158.983333333334,1.3021917993070755,D70655378,0.8741658839876865,US,0.18737358229413234,0.44562502927457986,0.20341092378844133,,normal,0,NA,0"
"E4_2F1D47D1E67B,T000012346,U003968,C0006149,M00424,ATM,6011,73.22,GBP,POS,2026-02-21 15:26:24,2026-02-08 21:49:14,6721.079172757944,18337.166666666668,0.36652768090806165,D77168015,0.7697582355062028,IN,0.264673271701001,0.5111317769857034,0.3219690239045262,,normal,0,NA,0"
"E4_7C0E8BB8660F,T000010872,U004911,C0007594,M00154,Fuel,5541,794.93,INR,POS,2026-02-07 13:38:07,2026-02-06 16:02:50,253.41963169181523,1295.2833333333333,0.19564802940809492,D79914738,0.6144292791638561,IN,0.1436496362595927,0.49931481735097916,0.24120948424608687,,normal,0,NA,0"
"E4_9DE206CA068F,T000073180,U003743,C0005806,M00787,ATM,6011,10887.83,INR,POS,2026-01-24 05:48:19,2026-01-19 01:58:57,1785.4788769391657,7429.366666666667,0.2403271984071095,D13247604,0.5940976651552212,IN,0.3869069909703672,0.5806955435195924,0.34487658148533495,,normal,0,NA,0"
"E4_358DAE977A75,T000049358,U000271,C0000425,M00492,Electronics,5732,359.33,GBP,ATM,2026-03-06 08:02:46,2026-03-05 09:29:49,290.5820475879916,1352.95,0.21477663445655168,D47187008,0.9131461518017225,GB,0.4283462915623151,0.44397397823053963,0.2753079297510023,,normal,0,NA,0"
"E4_1717694220D0,T000049258,U000348,C0000547,M00044,Fuel,5541,18.15,GBP,ATM,2026-02-13 07:06:12,2026-02-10 09:39:36,7337.520789604926,4166.6,1.7610331660358387,D60575919,0.942705337190186,GB,0.20998940605952776,0.4438845679525508,0.22752911589816643,,normal,0,NA,0"
"E4_2309BA8CD288,T000074319,U004136,C0006405,M00509,Travel,4511,19981.24,INR,POS,2026-01-06 13:56:19,2026-01-02 13:45:20,7190.693398811231,5770.983333333334,1.2460083461474616,D10880021,0.8571547021986423,IN,0.26126703059600587,0.3273346950217919,0.21547174004043088,,normal,0,NA,0"
"E4_5D875AEC1FA7,T000040294,U004795,C0007412,M00407,Fuel,5541,3645.66,INR,POS,2026-02-02 15:59:02,2026-01-28 17:10:47,1151.5463133864318,7128.25,0.16154684717657655,D68958148,0.7951834482606264,SG,0.102144679442807,0.4739589552982979,0.17228832055325569,,normal,0,NA,0"
"E4_897A083240B1,T000067643,U002670,C0004150,M00211,Electronics,5732,28040.04,INR,POS,2026-02-14 14:36:09,2026-02-03 16:24:24,1177.6279811680092,15731.75,0.07485676934657678,D92485508,0.8070897049266037,US,0.23337788848197905,0.6945532476600951,0.2479462222220077,,normal,0,NA,0"
"E4_7C3BEAF2F3F3,T000063003,U002032,C0003166,M00263,Grocery,5411,1700.38,INR,POS,2026-02-14 10:55:55,2026-02-12 06:57:24,6721.44930081006,3118.516666666667,2.155335378724947,D36211226,0.7010546517869111,IN,0.05149424522486442,0.38007425769749514,0.10194534346553794,,normal,0,NA,0"
"E4_33FD447B6392,T000103818,U000316,C0000498,M00796,Coffee,5814,170.91,INR,POS,2026-01-23 00:50:32,2026-01-16 17:38:15,7302.878106453502,9072.283333333333,0.8049658325397873,D14202308,0.9026447557846099,IN,0.20754862589237133,0.47146561084513083,0.2664149554922732,,normal,0,NA,0"
"E4_AB41F42CD5D5,T000069599,U004809,C0007436,M00657,Electronics,5732,43625.69,INR,QR,2025-12-31 17:58:57,2025-12-31 09:20:57,7305.774226860861,518.0,14.10381124876614,D17723925,0.21048212887689244,IN,0.4029218901716465,0.5655916413057196,0.6257614812049619,,fraud,0,NA,0"
"E4_4ADCE0CD0D88,T000064417,U002958,C0004621,M00389,Fuel,5541,489.19,INR,ATM,2026-03-19 00:27:43,2026-03-18 09:36:23,1153.8447560513935,891.3333333333334,1.2945154331167466,D59035653,1.0,SG,0.41609572783556825,0.2525356586830289,0.23830954334214083,,normal,0,NA,0"
"E4_DC89C5A2AB4D,T000056138,U003397,C0005287,M00440,Dining,5812,779.03,INR,POS,2026-01-06 04:58:16,2026-01-04 10:35:43,21.803894936360827,2542.55,0.00857560124141544,D29734676,0.6729876705447062,IN,0.2458667259797021,0.5117924906528776,0.2948706006085276,,normal,0,NA,0"
"E4_7BCE5686A339,T000025176,U004942,C0007642,M00003,Dining,5812,525.61,INR,POS,2026-02-13 14:31:08,2026-02-08 10:00:23,708.0169799702167,7470.75,0.0947718743058216,D68402042,0.15339459455526494,IN,0.1363674571365464,0.19573315053327905,0.26681346629213587,,normal,0,NA,0"
"E4_71BBB2F45C54,T000005888,U001698,C0002650,M00110,Fuel,5541,2397.0,INR,POS,2026-03-01 10:55:26,2026-02-27 23:15:57,7316.922014116384,2139.483333333333,3.419948124913204,D05856896,0.802649344357115,IN,0.25437806691980774,0.1651621484475474,0.16654306491698223,,normal,0,NA,0"
"E4_559D9C39140A,T000092787,U004413,C0006816,M00057,Fuel,5541,2529.6,INR,QR,2026-03-09 14:08:36,2026-03-07 19:14:36,752.1525848211395,2574.0,0.2922115714145841,D07077167,0.6048052463989557,GB,0.179786954897745,0.23576209727020703,0.1372869878860844,,normal,0,NA,0"
"E4_66554337FA98,T000039157,U002984,C0004661,M00438,Travel,4511,13270.82,INR,POS,2026-03-21 11:11:55,2026-03-03 17:47:25,1162.279893139072,25524.5,0.045535853518739726,D81574236,0.2812206029889856,IN,0.31727534597869894,0.28482477775231113,0.28330691613035,,normal,0,NA,0"
"E4_B97E89DEB0D0,T000107178,U001651,C0002573,M00282,Fuel,5541,2773.93,INR,POS,2026-02-01 13:04:09,2026-01-22 21:38:57,745.6043729475076,13885.2,0.05369777698178691,D72217095,0.7759752349652408,IN,0.0694062104897518,0.3158603174686959,0.2237176740576257,,normal,0,NA,0"
"E4_8FA8C6CCF02A,T000076076,U003844,C0005966,M00203,Fuel,5541,2006.19,INR,QR,2026-03-12 20:54:02,2026-03-10 21:01:54,8030.567837854309,2872.133333333333,2.796028911559692,D26571264,0.6067963787634547,AE,0.115035570636271,0.4098817072194246,0.23979024641773883,,normal,0,NA,0"
"E4_16B7EE01D098,T000035933,U001493,C0002331,M00485,Fuel,5541,1018.1,INR,POS,2026-01-04 13:42:19,2026-01-04 05:22:19,21.50609183067966,500.0,0.043012183661359324,D86755787,0.4031980028944322,IN,0.24736734648708708,0.03639105226397786,0.22234175316485288,,normal,0,NA,0"
"E4_7385AFC50DDF,T000115857,U002171,C0003371,M00121,Grocery,5411,8.22,GBP,ATM,2026-03-05 13:23:00,2026-02-27 18:56:32,15.087052346399224,8306.466666666667,0.0018163020393427477,D80757163,0.805685812741357,SG,0.1099658682817371,0.45080930081731474,0.3059822339542853,,normal,0,NA,0"
"E4_EF2BD07EBD80,T000007994,U002839,C0004422,M00336,Electronics,5732,30528.45,INR,POS,2026-03-02 16:23:02,2026-02-06 06:45:29,1150.859476176788,35137.55,0.03275298010751426,D20820476,0.8712826244148589,IN,0.3916824219677951,0.6289587945289161,0.35494392034393407,,normal,0,NA,0"
"E4_70509E2E9F6E,T000085362,U003925,C0006093,M00521,Fashion,5651,25300.86,INR,POS,2026-01-30 16:46:28,2026-01-30 10:52:08,6678.120231462033,354.3333333333333,18.846999712498683,D21920441,0.9437694214234453,IN,0.3549259137799825,0.4468009209749381,0.4467603824331357,,fraud,0,NA,0"
"E4_ACB0C481B8E6,T000023562,U004522,C0006989,M00749,Entertainment,7832,1325.92,INR,POS,2026-01-14 09:33:37,2026-01-11 15:58:10,8033.871161303075,3935.45,2.0414110613279486,D48280480,0.6901560428223955,AE,0.2391905794243028,0.3146182323876339,0.261430548686791,,normal,0,NA,0"
"E4_35DF8AE496B0,T000029823,U000111,C0000172,M00750,Dining,5812,6.43,GBP,QR,2026-01-14 19:15:44,2026-01-14 17:05:44,111.5450140759593,130.0,0.8580385698150715,D30575163,0.43744772553528555,GB,0.2269093210420634,0.07360220318026003,0.2734328418538726,,normal,0,NA,0"
"E4_0CE62A437283,T000008556,U004668,C0007221,M00345,Dining,5812,4.26,GBP,QR,2026-02-08 15:09:26,2026-02-05 06:44:34,252.8767598765951,4824.866666666667,0.05241113948777757,D60143696,0.7391809170745298,GB,0.16868905073173981,0.3483104325699891,0.2623680837104764,,normal,0,NA,0"
"E4_231F6C55B407,T000042506,U004299,C0006647,M00337,Electronics,5732,19281.74,INR,POS,2026-01-08 06:06:15,2026-01-06 23:17:34,1720.3491350629463,1848.6833333333334,0.9305807566085482,D88801086,0.7592954798880263,GB,0.2984198762031631,0.7543295117251112,0.3870134787512483,,normal,0,NA,0"
"E4_122866BA58A4,T000073764,U004999,C0007727,M00130,Fuel,5541,262.09,INR,POS,2026-01-21 20:25:32,2026-01-20 08:52:58,248.31844988750444,2132.5666666666666,0.11644111941205641,D34666299,0.6573556090540477,GB,0.10762986424282014,0.42256773879270204,0.19876840299277088,,normal,0,NA,0"
"E4_75CBB6A67665,T000114872,U001503,C0002346,M00346,Grocery,5411,113.11,INR,QR,2026-01-27 18:25:27,2026-01-24 11:37:01,7193.358622275798,4728.433333333333,1.521298517960663,D71399172,0.48367174026870635,IN,0.0,0.014792569163478327,0.1570424503159439,,normal,0,NA,0"
"E4_60B53DFD84B3,T000073075,U001262,C0001969,M00637,Electronics,5732,20987.01,INR,ATM,2026-02-23 20:12:56,2026-02-20 10:00:58,7144.556465222811,4931.966666666666,1.448622212617579,D10300533,0.9621602094353314,IN,0.22761947776251468,0.43751109679049993,0.24236288780975923,,normal,0,NA,0"
"E4_C236BE93C9C8,T000005974,U000734,C0001160,M00095,Coffee,5814,2.67,GBP,POS,2026-01-02 19:13:35,2025-12-31 18:32:26,115.71167471458645,2921.15,0.03961168536863442,D11658944,0.9293329397203512,SG,0.0976228026874495,0.0,0.0,,normal,0,NA,0"
"E4_C55997FD8F38,T000096505,U004602,C0007119,M00034,Grocery,5411,25.85,GBP,ATM,2026-01-22 17:06:35,2026-01-20 11:19:24,291.1493206920592,3227.1833333333334,0.09021778145815262,D70870932,0.7186616386125435,SG,0.0,0.40712081779709053,0.2272235808466653,,normal,0,NA,0"
"E4_BCE574DC6E0E,T000021031,U000321,C0000505,M00556,Fuel,5541,1828.46,INR,POS,2026-03-04 22:26:11,2026-02-28 11:13:45,842.5818665077933,6432.433333333333,0.13098959955658976,D05822418,0.9120021514632602,IN,0.12522369950437084,0.44027000268905725,0.12131386935073882,,normal,0,NA,0"
"E4_51B9144545B5,T000070986,U002595,C0004029,M00002,Coffee,5814,184.23,INR,ATM,2026-02-24 11:58:00,2026-02-23 15:43:26,1144.3811695959462,1214.5666666666666,0.942213549081384,D12175507,0.6772237594807409,GB,0.19276385974541704,0.5464852366582974,0.23202121214242985,,normal,0,NA,0"
"E4_B93D044ABB4F,T000081559,U000597,C0000940,M00013,Travel,4511,161.72,GBP,POS,2026-01-18 17:51:22,2026-01-15 06:27:09,7326.148157700814,5004.216666666666,1.463994995760405,D93266574,0.7823420349863497,IN,0.329737995762991,0.46805257220829466,0.3568920682743117,,normal,0,NA,0"
"E4_AA3FEE11B2C6,T000079905,U002049,C0003189,M00383,Dining,5812,1036.92,INR,QR,2026-03-11 18:04:08,2026-03-09 17:14:24,274.771957850935,2929.733333333333,0.09378736102862661,D49323342,0.5901932392662674,IN,0.27237800873925977,0.42458939786539585,0.3210524054791028,,normal,0,NA,0"
"E4_83600B19F366,T000060898,U003507,C0005435,M00677,Entertainment,7832,1328.9,INR,POS,2026-01-12 20:15:46,2026-01-08 06:34:26,8049.744352179158,6581.333333333333,1.223117557563689,D14214781,0.8667522797876474,IN,0.2622706791231766,0.48923196651441264,0.29876191692290305,,normal,0,NA,0"
"E4_29015144A05C,T000015760,U001299,C0002028,M00152,Travel,4511,191774.48,INR,QR,2026-02-11 18:48:27,2026-02-01 16:21:52,7296.333062593074,14546.583333333334,0.5015839730470322,D61943641,0.6474385954784103,IN,0.1572626613773502,0.4416654032307164,0.33533924652862496,,normal,0,NA,0"
"E4_FD955F8F81A3,T000108896,U001830,C0002851,M00078,Electronics,5732,30930.78,INR,QR,2026-03-28 17:32:53,2026-03-28 09:38:21,7188.933526480174,474.53333333333336,15.149480598089717,D54094530,0.9519509065450995,GB,0.3237006378535141,0.5929862713465311,0.5144347935583993,,fraud,0,NA,0"
"E4_B453C919BC16,T000028493,U001532,C0002389,M00578,Dining,5812,460.43,INR,POS,2026-01-24 15:43:47,2026-01-09 00:43:11,1736.3422131130071,22500.6,0.0771687071950529,D97647694,0.7007160183800668,AE,0.2501707929084376,0.1360240830303877,0.12293029888368145,,normal,0,NA,0"
"E4_1B34AAF070D6,T000011081,U003335,C0005193,M00048,Electronics,5732,41149.27,INR,POS,2026-02-21 08:22:43,2026-02-11 10:27:59,8045.3685651650685,14274.733333333334,0.563609027033668,D51209275,0.8726712230461682,GB,0.44360730656253217,0.6235278388200677,0.2889722574274838,,normal,0,NA,0"
"E4_0EFCD45C882A,T000105517,U003192,C0004979,M00396,Coffee,5814,266.36,INR,QR,2026-01-23 22:42:07,2026-01-14 23:58:34,7302.658844677126,12883.55,0.5668203907057547,D58111950,1.0,IN,0.08807849177800944,0.19931290845866068,0.11319402865746438,,normal,0,NA,0"
"E4_BAD2528104B7,T000099223,U001943,C0003024,M00692,Grocery,5411,801.12,INR,POS,2026-01-11 15:20:34,2026-01-11 05:41:34,6727.338642398262,579.0,11.61889230120598,D38787203,0.5802019422681477,US,0.0,0.32323528216522324,0.38112530190117033,,normal,0,NA,0"
"E4_DF7D2EC9FCA5,T000091035,U000509,C0000808,M00413,Entertainment,7832,1049.88,INR,POS,2026-03-05 18:49:14,2026-03-02 15:09:44,1186.4396333631003,4539.5,0.2613590997605684,D25058665,0.6240174358675155,US,0.18923336396477894,0.42236179221917225,0.2902417754230638,,normal,0,NA,0"
"E4_2F1D6886BAC9,T000009635,U003446,C0005352,M00383,Dining,5812,451.04,INR,POS,2026-02-09 17:27:41,2026-02-03 18:00:23,7180.855464350853,8607.3,0.8342750298410482,D00553852,1.0,IN,0.27237800873925977,0.5957310075036294,0.3375395085996643,,normal,0,NA,0"
"E4_F1EAF56F62C1,T000108238,U000968,C0001528,M00186,ATM,6011,1591.17,INR,POS,2026-01-27 19:45:39,2026-01-21 19:14:24,8042.857147382931,8671.25,0.9275314571005254,D84267112,0.7728474750679947,GB,0.4046696416906567,0.5092851718241225,0.34960553469313393,,normal,0,NA,0"
"E4_AF29A1B1826F,T000042939,U000582,C0000916,M00041,Electronics,5732,52783.31,INR,ATM,2026-01-09 10:41:52,2026-01-09 08:17:52,7461.731703531934,144.0,51.81758127452732,D23780336,0.8912538580284601,DE,0.32972771492410274,0.7251527977213887,0.6239974546651634,,fraud,0,NA,0"
